epoch	batch	iter	loss	acc	lr	Failure_case_True	Failure_case_Pred
1	120	120	tensor(0.0188, device='cuda:0')	0.995	3e-06	[7]	[0]
1	121	121	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
1	122	122	tensor(0.0055, device='cuda:0')	1.0	3e-06	[]	[]
1	123	123	tensor(0.0112, device='cuda:0')	1.0	3e-06	[]	[]
1	124	124	tensor(0.0094, device='cuda:0')	1.0	3e-06	[]	[]
1	125	125	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
1	126	126	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
1	127	127	tensor(0.0072, device='cuda:0')	1.0	3e-06	[]	[]
1	128	128	tensor(0.0085, device='cuda:0')	1.0	3e-06	[]	[]
1	129	129	tensor(0.0075, device='cuda:0')	1.0	3e-06	[]	[]
1	130	130	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
1	131	131	tensor(0.0058, device='cuda:0')	1.0	3e-06	[]	[]
1	132	132	tensor(0.0136, device='cuda:0')	0.995	3e-06	[16]	[0]
1	133	133	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
1	134	134	tensor(0.0100, device='cuda:0')	1.0	3e-06	[]	[]
1	135	135	tensor(0.0097, device='cuda:0')	1.0	3e-06	[]	[]
1	136	136	tensor(0.0186, device='cuda:0')	0.99	3e-06	[17  0]	[ 0 17]
1	137	137	tensor(0.0073, device='cuda:0')	1.0	3e-06	[]	[]
1	138	138	tensor(0.0113, device='cuda:0')	1.0	3e-06	[]	[]
1	139	139	tensor(0.0098, device='cuda:0')	1.0	3e-06	[]	[]
1	140	140	tensor(0.0037, device='cuda:0')	1.0	3e-06	[]	[]
1	141	141	tensor(0.0067, device='cuda:0')	1.0	3e-06	[]	[]
1	142	142	tensor(0.0146, device='cuda:0')	0.995	3e-06	[0]	[16]
1	143	143	tensor(0.0158, device='cuda:0')	1.0	3e-06	[]	[]
1	144	144	tensor(0.0122, device='cuda:0')	0.995	3e-06	[0]	[16]
1	145	145	tensor(0.0109, device='cuda:0')	1.0	3e-06	[]	[]
1	146	146	tensor(0.0108, device='cuda:0')	1.0	3e-06	[]	[]
1	147	147	tensor(0.0140, device='cuda:0')	0.995	3e-06	[11]	[9]
1	148	148	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
1	149	149	tensor(0.0121, device='cuda:0')	1.0	3e-06	[]	[]
1	150	150	tensor(0.0057, device='cuda:0')	1.0	3e-06	[]	[]
1	151	151	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
1	152	152	tensor(0.0055, device='cuda:0')	1.0	3e-06	[]	[]
1	153	153	tensor(0.0131, device='cuda:0')	1.0	3e-06	[]	[]
1	154	154	tensor(0.0098, device='cuda:0')	1.0	3e-06	[]	[]
1	155	155	tensor(0.0108, device='cuda:0')	0.995	3e-06	[11]	[9]
1	156	156	tensor(0.0058, device='cuda:0')	1.0	3e-06	[]	[]
1	157	157	tensor(0.0094, device='cuda:0')	1.0	3e-06	[]	[]
1	158	158	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
1	159	159	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
1	160	160	tensor(0.0058, device='cuda:0')	1.0	3e-06	[]	[]
1	161	161	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	162	162	tensor(0.0046, device='cuda:0')	1.0	3e-06	[]	[]
1	163	163	tensor(0.0105, device='cuda:0')	1.0	3e-06	[]	[]
1	164	164	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
1	165	165	tensor(0.0084, device='cuda:0')	1.0	3e-06	[]	[]
1	166	166	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
1	167	167	tensor(0.0066, device='cuda:0')	1.0	3e-06	[]	[]
1	168	168	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
1	169	169	tensor(0.0214, device='cuda:0')	0.995	3e-06	[10]	[12]
1	170	170	tensor(0.0138, device='cuda:0')	0.995	3e-06	[9]	[11]
1	171	171	tensor(0.0096, device='cuda:0')	1.0	3e-06	[]	[]
1	172	172	tensor(0.0071, device='cuda:0')	1.0	3e-06	[]	[]
1	173	173	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	174	174	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
1	175	175	tensor(0.0124, device='cuda:0')	0.995	3e-06	[13]	[11]
1	176	176	tensor(0.0103, device='cuda:0')	1.0	3e-06	[]	[]
1	177	177	tensor(0.0109, device='cuda:0')	1.0	3e-06	[]	[]
1	178	178	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
1	179	179	tensor(0.0099, device='cuda:0')	1.0	3e-06	[]	[]
1	180	180	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
1	181	181	tensor(0.0107, device='cuda:0')	1.0	3e-06	[]	[]
1	182	182	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	183	183	tensor(0.0062, device='cuda:0')	1.0	3e-06	[]	[]
1	184	184	tensor(0.0111, device='cuda:0')	1.0	3e-06	[]	[]
1	185	185	tensor(0.0078, device='cuda:0')	1.0	3e-06	[]	[]
1	186	186	tensor(0.0157, device='cuda:0')	0.995	3e-06	[13]	[11]
1	187	187	tensor(0.0087, device='cuda:0')	1.0	3e-06	[]	[]
1	188	188	tensor(0.0046, device='cuda:0')	1.0	3e-06	[]	[]
1	189	189	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
1	190	190	tensor(0.0053, device='cuda:0')	1.0	3e-06	[]	[]
1	191	191	tensor(0.0084, device='cuda:0')	1.0	3e-06	[]	[]
1	192	192	tensor(0.0078, device='cuda:0')	1.0	3e-06	[]	[]
1	193	193	tensor(0.0066, device='cuda:0')	1.0	3e-06	[]	[]
1	194	194	tensor(0.0062, device='cuda:0')	1.0	3e-06	[]	[]
1	195	195	tensor(0.0074, device='cuda:0')	1.0	3e-06	[]	[]
1	196	196	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
1	197	197	tensor(0.0311, device='cuda:0')	0.99	3e-06	[4 0]	[ 0 16]
1	198	198	tensor(0.0109, device='cuda:0')	1.0	3e-06	[]	[]
1	199	199	tensor(0.0173, device='cuda:0')	0.99	3e-06	[17  8]	[0 0]
1	200	200	tensor(0.0101, device='cuda:0')	1.0	3e-06	[]	[]
1	201	201	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
1	202	202	tensor(0.0056, device='cuda:0')	1.0	3e-06	[]	[]
1	203	203	tensor(0.0088, device='cuda:0')	1.0	3e-06	[]	[]
1	204	204	tensor(0.0178, device='cuda:0')	0.995	3e-06	[0]	[16]
1	205	205	tensor(0.0108, device='cuda:0')	0.995	3e-06	[3]	[4]
1	206	206	tensor(0.0087, device='cuda:0')	1.0	3e-06	[]	[]
1	207	207	tensor(0.0087, device='cuda:0')	1.0	3e-06	[]	[]
1	208	208	tensor(0.0055, device='cuda:0')	1.0	3e-06	[]	[]
1	209	209	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
1	210	210	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
1	211	211	tensor(0.0084, device='cuda:0')	1.0	3e-06	[]	[]
1	212	212	tensor(0.0090, device='cuda:0')	1.0	3e-06	[]	[]
1	213	213	tensor(0.0139, device='cuda:0')	1.0	3e-06	[]	[]
1	214	214	tensor(0.0087, device='cuda:0')	1.0	3e-06	[]	[]
1	215	215	tensor(0.0109, device='cuda:0')	1.0	3e-06	[]	[]
1	216	216	tensor(0.0075, device='cuda:0')	1.0	3e-06	[]	[]
1	217	217	tensor(0.0099, device='cuda:0')	0.995	3e-06	[17]	[0]
1	218	218	tensor(0.0126, device='cuda:0')	0.995	3e-06	[13]	[11]
1	219	219	tensor(0.0107, device='cuda:0')	1.0	3e-06	[]	[]
1	220	220	tensor(0.0085, device='cuda:0')	1.0	3e-06	[]	[]
1	221	221	tensor(0.0058, device='cuda:0')	1.0	3e-06	[]	[]
1	222	222	tensor(0.0112, device='cuda:0')	0.995	3e-06	[1]	[15]
1	223	223	tensor(0.0071, device='cuda:0')	1.0	3e-06	[]	[]
1	224	224	tensor(0.0112, device='cuda:0')	1.0	3e-06	[]	[]
1	225	225	tensor(0.0223, device='cuda:0')	0.995	3e-06	[4]	[0]
1	226	226	tensor(0.0101, device='cuda:0')	1.0	3e-06	[]	[]
1	227	227	tensor(0.0072, device='cuda:0')	1.0	3e-06	[]	[]
1	228	228	tensor(0.0057, device='cuda:0')	1.0	3e-06	[]	[]
1	229	229	tensor(0.0074, device='cuda:0')	1.0	3e-06	[]	[]
2	1	230	tensor(0.0067, device='cuda:0')	1.0	1.5e-06	[]	[]
2	2	231	tensor(0.0103, device='cuda:0')	0.995	1.5e-06	[0]	[16]
2	3	232	tensor(0.0052, device='cuda:0')	1.0	1.5e-06	[]	[]
2	4	233	tensor(0.0080, device='cuda:0')	1.0	1.5e-06	[]	[]
2	5	234	tensor(0.0098, device='cuda:0')	0.995	1.5e-06	[10]	[12]
2	6	235	tensor(0.0054, device='cuda:0')	1.0	1.5e-06	[]	[]
2	7	236	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	8	237	tensor(0.0093, device='cuda:0')	1.0	1.5e-06	[]	[]
2	9	238	tensor(0.0170, device='cuda:0')	0.995	1.5e-06	[7]	[0]
2	10	239	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	11	240	tensor(0.0092, device='cuda:0')	1.0	1.5e-06	[]	[]
2	12	241	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	13	242	tensor(0.0093, device='cuda:0')	1.0	1.5e-06	[]	[]
2	14	243	tensor(0.0100, device='cuda:0')	1.0	1.5e-06	[]	[]
2	15	244	tensor(0.0062, device='cuda:0')	1.0	1.5e-06	[]	[]
2	16	245	tensor(0.0053, device='cuda:0')	1.0	1.5e-06	[]	[]
2	17	246	tensor(0.0107, device='cuda:0')	1.0	1.5e-06	[]	[]
2	18	247	tensor(0.0106, device='cuda:0')	1.0	1.5e-06	[]	[]
2	19	248	tensor(0.0086, device='cuda:0')	1.0	1.5e-06	[]	[]
2	20	249	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	21	250	tensor(0.0073, device='cuda:0')	1.0	1.5e-06	[]	[]
2	22	251	tensor(0.0120, device='cuda:0')	1.0	1.5e-06	[]	[]
2	23	252	tensor(0.0063, device='cuda:0')	1.0	1.5e-06	[]	[]
2	24	253	tensor(0.0051, device='cuda:0')	1.0	1.5e-06	[]	[]
2	25	254	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	26	255	tensor(0.0061, device='cuda:0')	1.0	1.5e-06	[]	[]
2	27	256	tensor(0.0041, device='cuda:0')	1.0	1.5e-06	[]	[]
2	28	257	tensor(0.0093, device='cuda:0')	1.0	1.5e-06	[]	[]
2	29	258	tensor(0.0085, device='cuda:0')	1.0	1.5e-06	[]	[]
2	30	259	tensor(0.0084, device='cuda:0')	1.0	1.5e-06	[]	[]
2	31	260	tensor(0.0085, device='cuda:0')	1.0	1.5e-06	[]	[]
2	32	261	tensor(0.0121, device='cuda:0')	0.995	1.5e-06	[0]	[2]
2	33	262	tensor(0.0053, device='cuda:0')	1.0	1.5e-06	[]	[]
2	34	263	tensor(0.0045, device='cuda:0')	1.0	1.5e-06	[]	[]
2	35	264	tensor(0.0058, device='cuda:0')	1.0	1.5e-06	[]	[]
2	36	265	tensor(0.0082, device='cuda:0')	1.0	1.5e-06	[]	[]
2	37	266	tensor(0.0124, device='cuda:0')	1.0	1.5e-06	[]	[]
2	38	267	tensor(0.0060, device='cuda:0')	1.0	1.5e-06	[]	[]
2	39	268	tensor(0.0090, device='cuda:0')	1.0	1.5e-06	[]	[]
2	40	269	tensor(0.0059, device='cuda:0')	1.0	1.5e-06	[]	[]
2	41	270	tensor(0.0125, device='cuda:0')	0.995	1.5e-06	[10]	[12]
2	42	271	tensor(0.0135, device='cuda:0')	1.0	1.5e-06	[]	[]
2	43	272	tensor(0.0067, device='cuda:0')	1.0	1.5e-06	[]	[]
2	44	273	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	45	274	tensor(0.0088, device='cuda:0')	1.0	1.5e-06	[]	[]
2	46	275	tensor(0.0088, device='cuda:0')	1.0	1.5e-06	[]	[]
2	47	276	tensor(0.0056, device='cuda:0')	1.0	1.5e-06	[]	[]
2	48	277	tensor(0.0058, device='cuda:0')	1.0	1.5e-06	[]	[]
2	49	278	tensor(0.0079, device='cuda:0')	1.0	1.5e-06	[]	[]
2	50	279	tensor(0.0061, device='cuda:0')	1.0	1.5e-06	[]	[]
2	51	280	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	52	281	tensor(0.0065, device='cuda:0')	1.0	1.5e-06	[]	[]
2	53	282	tensor(0.0064, device='cuda:0')	1.0	1.5e-06	[]	[]
2	54	283	tensor(0.0132, device='cuda:0')	0.995	1.5e-06	[6]	[0]
2	55	284	tensor(0.0321, device='cuda:0')	0.99	1.5e-06	[11  4]	[12  0]
2	56	285	tensor(0.0084, device='cuda:0')	1.0	1.5e-06	[]	[]
2	57	286	tensor(0.0112, device='cuda:0')	0.995	1.5e-06	[0]	[13]
2	58	287	tensor(0.0052, device='cuda:0')	1.0	1.5e-06	[]	[]
2	59	288	tensor(0.0095, device='cuda:0')	1.0	1.5e-06	[]	[]
2	60	289	tensor(0.0070, device='cuda:0')	1.0	1.5e-06	[]	[]
2	61	290	tensor(0.0123, device='cuda:0')	1.0	1.5e-06	[]	[]
2	62	291	tensor(0.0097, device='cuda:0')	1.0	1.5e-06	[]	[]
2	63	292	tensor(0.0050, device='cuda:0')	1.0	1.5e-06	[]	[]
2	64	293	tensor(0.0080, device='cuda:0')	1.0	1.5e-06	[]	[]
2	65	294	tensor(0.0085, device='cuda:0')	1.0	1.5e-06	[]	[]
2	66	295	tensor(0.0055, device='cuda:0')	1.0	1.5e-06	[]	[]
2	67	296	tensor(0.0068, device='cuda:0')	1.0	1.5e-06	[]	[]
2	68	297	tensor(0.0050, device='cuda:0')	1.0	1.5e-06	[]	[]
2	69	298	tensor(0.0067, device='cuda:0')	1.0	1.5e-06	[]	[]
2	70	299	tensor(0.0092, device='cuda:0')	1.0	1.5e-06	[]	[]
2	71	300	tensor(0.0063, device='cuda:0')	1.0	1.5e-06	[]	[]
2	72	301	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	73	302	tensor(0.0106, device='cuda:0')	1.0	1.5e-06	[]	[]
2	74	303	tensor(0.0121, device='cuda:0')	1.0	1.5e-06	[]	[]
2	75	304	tensor(0.0069, device='cuda:0')	1.0	1.5e-06	[]	[]
2	76	305	tensor(0.0074, device='cuda:0')	1.0	1.5e-06	[]	[]
2	77	306	tensor(0.0057, device='cuda:0')	1.0	1.5e-06	[]	[]
2	78	307	tensor(0.0061, device='cuda:0')	1.0	1.5e-06	[]	[]
2	79	308	tensor(0.0081, device='cuda:0')	1.0	1.5e-06	[]	[]
2	80	309	tensor(0.0080, device='cuda:0')	1.0	1.5e-06	[]	[]
2	81	310	tensor(0.0068, device='cuda:0')	1.0	1.5e-06	[]	[]
2	82	311	tensor(0.0060, device='cuda:0')	1.0	1.5e-06	[]	[]
2	83	312	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	84	313	tensor(0.0057, device='cuda:0')	1.0	1.5e-06	[]	[]
2	85	314	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	86	315	tensor(0.0059, device='cuda:0')	1.0	1.5e-06	[]	[]
2	87	316	tensor(0.0123, device='cuda:0')	1.0	1.5e-06	[]	[]
2	88	317	tensor(0.0126, device='cuda:0')	0.995	1.5e-06	[7]	[0]
2	89	318	tensor(0.0100, device='cuda:0')	1.0	1.5e-06	[]	[]
2	90	319	tensor(0.0048, device='cuda:0')	1.0	1.5e-06	[]	[]
2	91	320	tensor(0.0096, device='cuda:0')	1.0	1.5e-06	[]	[]
2	92	321	tensor(0.0060, device='cuda:0')	1.0	1.5e-06	[]	[]
2	93	322	tensor(0.0123, device='cuda:0')	1.0	1.5e-06	[]	[]
2	94	323	tensor(0.0072, device='cuda:0')	1.0	1.5e-06	[]	[]
2	95	324	tensor(0.0095, device='cuda:0')	1.0	1.5e-06	[]	[]
2	96	325	tensor(0.0085, device='cuda:0')	1.0	1.5e-06	[]	[]
2	97	326	tensor(0.0050, device='cuda:0')	1.0	1.5e-06	[]	[]
2	98	327	tensor(0.0104, device='cuda:0')	1.0	1.5e-06	[]	[]
2	99	328	tensor(0.0131, device='cuda:0')	1.0	1.5e-06	[]	[]
2	100	329	tensor(0.0093, device='cuda:0')	1.0	1.5e-06	[]	[]
2	101	330	tensor(0.0083, device='cuda:0')	1.0	1.5e-06	[]	[]
2	102	331	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	103	332	tensor(0.0084, device='cuda:0')	1.0	1.5e-06	[]	[]
2	104	333	tensor(0.0149, device='cuda:0')	1.0	1.5e-06	[]	[]
2	105	334	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	106	335	tensor(0.0051, device='cuda:0')	1.0	1.5e-06	[]	[]
2	107	336	tensor(0.0072, device='cuda:0')	1.0	1.5e-06	[]	[]
2	108	337	tensor(0.0106, device='cuda:0')	1.0	1.5e-06	[]	[]
2	109	338	tensor(0.0050, device='cuda:0')	1.0	1.5e-06	[]	[]
2	110	339	tensor(0.0087, device='cuda:0')	1.0	1.5e-06	[]	[]
2	111	340	tensor(0.0112, device='cuda:0')	1.0	1.5e-06	[]	[]
2	112	341	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	113	342	tensor(0.0093, device='cuda:0')	1.0	1.5e-06	[]	[]
2	114	343	tensor(0.0052, device='cuda:0')	1.0	1.5e-06	[]	[]
2	115	344	tensor(0.0072, device='cuda:0')	1.0	1.5e-06	[]	[]
2	116	345	tensor(0.0121, device='cuda:0')	1.0	1.5e-06	[]	[]
2	117	346	tensor(0.0076, device='cuda:0')	1.0	1.5e-06	[]	[]
2	118	347	tensor(0.0061, device='cuda:0')	1.0	1.5e-06	[]	[]
2	119	348	tensor(0.0075, device='cuda:0')	1.0	1.5e-06	[]	[]
2	120	349	tensor(0.0046, device='cuda:0')	1.0	1.5e-06	[]	[]
2	121	350	tensor(0.0074, device='cuda:0')	1.0	1.5e-06	[]	[]
2	122	351	tensor(0.0065, device='cuda:0')	1.0	1.5e-06	[]	[]
2	123	352	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	124	353	tensor(0.0085, device='cuda:0')	1.0	1.5e-06	[]	[]
2	125	354	tensor(0.0098, device='cuda:0')	1.0	1.5e-06	[]	[]
2	126	355	tensor(0.0087, device='cuda:0')	1.0	1.5e-06	[]	[]
2	127	356	tensor(0.0063, device='cuda:0')	1.0	1.5e-06	[]	[]
2	128	357	tensor(0.0098, device='cuda:0')	1.0	1.5e-06	[]	[]
2	129	358	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	130	359	tensor(0.0073, device='cuda:0')	1.0	1.5e-06	[]	[]
2	131	360	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	132	361	tensor(0.0097, device='cuda:0')	1.0	1.5e-06	[]	[]
2	133	362	tensor(0.0088, device='cuda:0')	1.0	1.5e-06	[]	[]
2	134	363	tensor(0.0107, device='cuda:0')	0.995	1.5e-06	[8]	[7]
2	135	364	tensor(0.0181, device='cuda:0')	0.995	1.5e-06	[4]	[0]
2	136	365	tensor(0.0118, device='cuda:0')	1.0	1.5e-06	[]	[]
2	137	366	tensor(0.0118, device='cuda:0')	1.0	1.5e-06	[]	[]
2	138	367	tensor(0.0075, device='cuda:0')	1.0	1.5e-06	[]	[]
2	139	368	tensor(0.0079, device='cuda:0')	1.0	1.5e-06	[]	[]
2	140	369	tensor(0.0098, device='cuda:0')	1.0	1.5e-06	[]	[]
2	141	370	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	142	371	tensor(0.0069, device='cuda:0')	1.0	1.5e-06	[]	[]
2	143	372	tensor(0.0114, device='cuda:0')	1.0	1.5e-06	[]	[]
2	144	373	tensor(0.0053, device='cuda:0')	1.0	1.5e-06	[]	[]
2	145	374	tensor(0.0055, device='cuda:0')	1.0	1.5e-06	[]	[]
2	146	375	tensor(0.0055, device='cuda:0')	1.0	1.5e-06	[]	[]
2	147	376	tensor(0.0051, device='cuda:0')	1.0	1.5e-06	[]	[]
2	148	377	tensor(0.0082, device='cuda:0')	1.0	1.5e-06	[]	[]
2	149	378	tensor(0.0089, device='cuda:0')	1.0	1.5e-06	[]	[]
2	150	379	tensor(0.0068, device='cuda:0')	1.0	1.5e-06	[]	[]
2	151	380	tensor(0.0070, device='cuda:0')	1.0	1.5e-06	[]	[]
2	152	381	tensor(0.0046, device='cuda:0')	1.0	1.5e-06	[]	[]
2	153	382	tensor(0.0105, device='cuda:0')	1.0	1.5e-06	[]	[]
2	154	383	tensor(0.0064, device='cuda:0')	1.0	1.5e-06	[]	[]
2	155	384	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	156	385	tensor(0.0099, device='cuda:0')	1.0	1.5e-06	[]	[]
2	157	386	tensor(0.0082, device='cuda:0')	1.0	1.5e-06	[]	[]
2	158	387	tensor(0.0068, device='cuda:0')	1.0	1.5e-06	[]	[]
2	159	388	tensor(0.0070, device='cuda:0')	1.0	1.5e-06	[]	[]
2	160	389	tensor(0.0052, device='cuda:0')	1.0	1.5e-06	[]	[]
2	161	390	tensor(0.0064, device='cuda:0')	1.0	1.5e-06	[]	[]
2	162	391	tensor(0.0072, device='cuda:0')	1.0	1.5e-06	[]	[]
2	163	392	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	164	393	tensor(0.0083, device='cuda:0')	1.0	1.5e-06	[]	[]
2	165	394	tensor(0.0092, device='cuda:0')	1.0	1.5e-06	[]	[]
2	166	395	tensor(0.0064, device='cuda:0')	1.0	1.5e-06	[]	[]
2	167	396	tensor(0.0060, device='cuda:0')	1.0	1.5e-06	[]	[]
2	168	397	tensor(0.0100, device='cuda:0')	1.0	1.5e-06	[]	[]
2	169	398	tensor(0.0092, device='cuda:0')	1.0	1.5e-06	[]	[]
2	170	399	tensor(0.0062, device='cuda:0')	1.0	1.5e-06	[]	[]
2	171	400	tensor(0.0090, device='cuda:0')	1.0	1.5e-06	[]	[]
2	172	401	tensor(0.0082, device='cuda:0')	1.0	1.5e-06	[]	[]
2	173	402	tensor(0.0058, device='cuda:0')	1.0	1.5e-06	[]	[]
2	174	403	tensor(0.0109, device='cuda:0')	1.0	1.5e-06	[]	[]
2	175	404	tensor(0.0042, device='cuda:0')	1.0	1.5e-06	[]	[]
2	176	405	tensor(0.0059, device='cuda:0')	1.0	1.5e-06	[]	[]
2	177	406	tensor(0.0084, device='cuda:0')	1.0	1.5e-06	[]	[]
2	178	407	tensor(0.0088, device='cuda:0')	1.0	1.5e-06	[]	[]
2	179	408	tensor(0.0059, device='cuda:0')	1.0	1.5e-06	[]	[]
2	180	409	tensor(0.0095, device='cuda:0')	1.0	1.5e-06	[]	[]
2	181	410	tensor(0.0067, device='cuda:0')	1.0	1.5e-06	[]	[]
2	182	411	tensor(0.0109, device='cuda:0')	1.0	1.5e-06	[]	[]
2	183	412	tensor(0.0065, device='cuda:0')	1.0	1.5e-06	[]	[]
2	184	413	tensor(0.0088, device='cuda:0')	1.0	1.5e-06	[]	[]
2	185	414	tensor(0.0102, device='cuda:0')	1.0	1.5e-06	[]	[]
2	186	415	tensor(0.0078, device='cuda:0')	1.0	1.5e-06	[]	[]
2	187	416	tensor(0.0057, device='cuda:0')	1.0	1.5e-06	[]	[]
2	188	417	tensor(0.0069, device='cuda:0')	1.0	1.5e-06	[]	[]
2	189	418	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	190	419	tensor(0.0148, device='cuda:0')	0.995	1.5e-06	[0]	[16]
2	191	420	tensor(0.0097, device='cuda:0')	1.0	1.5e-06	[]	[]
2	192	421	tensor(0.0058, device='cuda:0')	1.0	1.5e-06	[]	[]
2	193	422	tensor(0.0086, device='cuda:0')	1.0	1.5e-06	[]	[]
2	194	423	tensor(0.0065, device='cuda:0')	1.0	1.5e-06	[]	[]
2	195	424	tensor(0.0118, device='cuda:0')	1.0	1.5e-06	[]	[]
2	196	425	tensor(0.0058, device='cuda:0')	1.0	1.5e-06	[]	[]
2	197	426	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	198	427	tensor(0.0086, device='cuda:0')	1.0	1.5e-06	[]	[]
2	199	428	tensor(0.0065, device='cuda:0')	1.0	1.5e-06	[]	[]
2	200	429	tensor(0.0098, device='cuda:0')	1.0	1.5e-06	[]	[]
2	201	430	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	202	431	tensor(0.0077, device='cuda:0')	1.0	1.5e-06	[]	[]
2	203	432	tensor(0.0085, device='cuda:0')	1.0	1.5e-06	[]	[]
2	204	433	tensor(0.0071, device='cuda:0')	1.0	1.5e-06	[]	[]
2	205	434	tensor(0.0076, device='cuda:0')	1.0	1.5e-06	[]	[]
2	206	435	tensor(0.0050, device='cuda:0')	1.0	1.5e-06	[]	[]
2	207	436	tensor(0.0076, device='cuda:0')	1.0	1.5e-06	[]	[]
2	208	437	tensor(0.0107, device='cuda:0')	1.0	1.5e-06	[]	[]
2	209	438	tensor(0.0063, device='cuda:0')	1.0	1.5e-06	[]	[]
2	210	439	tensor(0.0073, device='cuda:0')	1.0	1.5e-06	[]	[]
2	211	440	tensor(0.0076, device='cuda:0')	1.0	1.5e-06	[]	[]
2	212	441	tensor(0.0065, device='cuda:0')	1.0	1.5e-06	[]	[]
2	213	442	tensor(0.0061, device='cuda:0')	1.0	1.5e-06	[]	[]
2	214	443	tensor(0.0149, device='cuda:0')	0.995	1.5e-06	[13]	[11]
2	215	444	tensor(0.0069, device='cuda:0')	1.0	1.5e-06	[]	[]
2	216	445	tensor(0.0057, device='cuda:0')	1.0	1.5e-06	[]	[]
2	217	446	tensor(0.0086, device='cuda:0')	1.0	1.5e-06	[]	[]
2	218	447	tensor(0.0133, device='cuda:0')	0.995	1.5e-06	[0]	[16]
2	219	448	tensor(0.0079, device='cuda:0')	1.0	1.5e-06	[]	[]
2	220	449	tensor(0.0072, device='cuda:0')	1.0	1.5e-06	[]	[]
2	221	450	tensor(0.0073, device='cuda:0')	1.0	1.5e-06	[]	[]
2	222	451	tensor(0.0076, device='cuda:0')	1.0	1.5e-06	[]	[]
2	223	452	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	224	453	tensor(0.0085, device='cuda:0')	1.0	1.5e-06	[]	[]
2	225	454	tensor(0.0078, device='cuda:0')	1.0	1.5e-06	[]	[]
2	226	455	tensor(0.0066, device='cuda:0')	1.0	1.5e-06	[]	[]
2	227	456	tensor(0.0093, device='cuda:0')	1.0	1.5e-06	[]	[]
2	228	457	tensor(0.0137, device='cuda:0')	1.0	1.5e-06	[]	[]
2	229	458	tensor(0.0110, device='cuda:0')	1.0	1.5e-06	[]	[]
3	1	459	tensor(0.0072, device='cuda:0')	1.0	1.5e-06	[]	[]
3	2	460	tensor(0.0056, device='cuda:0')	1.0	1.5e-06	[]	[]
3	3	461	tensor(0.0064, device='cuda:0')	1.0	1.5e-06	[]	[]
3	4	462	tensor(0.0081, device='cuda:0')	1.0	1.5e-06	[]	[]
