epoch	batch	iter	loss	acc	lr	Failure_case_True	Failure_case_Pred
0	67	-162	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
0	68	-161	tensor(0.0143, device='cuda:0')	1.0	3e-06	[]	[]
0	69	-160	tensor(0.0220, device='cuda:0')	0.995	3e-06	[14]	[13]
0	70	-159	tensor(0.0053, device='cuda:0')	1.0	3e-06	[]	[]
0	71	-158	tensor(0.0067, device='cuda:0')	1.0	3e-06	[]	[]
0	72	-157	tensor(0.0074, device='cuda:0')	1.0	3e-06	[]	[]
0	73	-156	tensor(0.0057, device='cuda:0')	1.0	3e-06	[]	[]
0	74	-155	tensor(0.0112, device='cuda:0')	0.995	3e-06	[14]	[13]
0	75	-154	tensor(0.0129, device='cuda:0')	1.0	3e-06	[]	[]
0	76	-153	tensor(0.0089, device='cuda:0')	1.0	3e-06	[]	[]
0	77	-152	tensor(0.0071, device='cuda:0')	1.0	3e-06	[]	[]
0	78	-151	tensor(0.0087, device='cuda:0')	1.0	3e-06	[]	[]
0	79	-150	tensor(0.0075, device='cuda:0')	1.0	3e-06	[]	[]
0	80	-149	tensor(0.0075, device='cuda:0')	1.0	3e-06	[]	[]
0	81	-148	tensor(0.0101, device='cuda:0')	1.0	3e-06	[]	[]
0	82	-147	tensor(0.0125, device='cuda:0')	1.0	3e-06	[]	[]
0	83	-146	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
0	84	-145	tensor(0.0142, device='cuda:0')	1.0	3e-06	[]	[]
0	85	-144	tensor(0.0110, device='cuda:0')	1.0	3e-06	[]	[]
0	86	-143	tensor(0.0068, device='cuda:0')	1.0	3e-06	[]	[]
0	87	-142	tensor(0.0095, device='cuda:0')	1.0	3e-06	[]	[]
0	88	-141	tensor(0.0042, device='cuda:0')	1.0	3e-06	[]	[]
0	89	-140	tensor(0.0105, device='cuda:0')	1.0	3e-06	[]	[]
0	90	-139	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
0	91	-138	tensor(0.0077, device='cuda:0')	1.0	3e-06	[]	[]
0	92	-137	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
0	93	-136	tensor(0.0115, device='cuda:0')	1.0	3e-06	[]	[]
0	94	-135	tensor(0.0117, device='cuda:0')	1.0	3e-06	[]	[]
0	95	-134	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
0	96	-133	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
0	97	-132	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
0	98	-131	tensor(0.0057, device='cuda:0')	1.0	3e-06	[]	[]
0	99	-130	tensor(0.0134, device='cuda:0')	1.0	3e-06	[]	[]
0	100	-129	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
0	101	-128	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
0	102	-127	tensor(0.0105, device='cuda:0')	0.995	3e-06	[11]	[13]
0	103	-126	tensor(0.0145, device='cuda:0')	0.995	3e-06	[13]	[11]
0	104	-125	tensor(0.0075, device='cuda:0')	1.0	3e-06	[]	[]
0	105	-124	tensor(0.0078, device='cuda:0')	1.0	3e-06	[]	[]
0	106	-123	tensor(0.0121, device='cuda:0')	1.0	3e-06	[]	[]
0	107	-122	tensor(0.0083, device='cuda:0')	1.0	3e-06	[]	[]
0	108	-121	tensor(0.0072, device='cuda:0')	1.0	3e-06	[]	[]
0	109	-120	tensor(0.0082, device='cuda:0')	1.0	3e-06	[]	[]
0	110	-119	tensor(0.0114, device='cuda:0')	1.0	3e-06	[]	[]
0	111	-118	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
0	112	-117	tensor(0.0110, device='cuda:0')	0.995	3e-06	[11]	[12]
0	113	-116	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
0	114	-115	tensor(0.0173, device='cuda:0')	0.995	3e-06	[12]	[11]
0	115	-114	tensor(0.0107, device='cuda:0')	1.0	3e-06	[]	[]
0	116	-113	tensor(0.0097, device='cuda:0')	1.0	3e-06	[]	[]
0	117	-112	tensor(0.0155, device='cuda:0')	0.995	3e-06	[0]	[16]
0	118	-111	tensor(0.0132, device='cuda:0')	1.0	3e-06	[]	[]
0	119	-110	tensor(0.0161, device='cuda:0')	1.0	3e-06	[]	[]
0	120	-109	tensor(0.0072, device='cuda:0')	1.0	3e-06	[]	[]
0	121	-108	tensor(0.0142, device='cuda:0')	1.0	3e-06	[]	[]
0	122	-107	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
0	123	-106	tensor(0.0097, device='cuda:0')	1.0	3e-06	[]	[]
0	124	-105	tensor(0.0124, device='cuda:0')	0.995	3e-06	[0]	[4]
0	125	-104	tensor(0.0113, device='cuda:0')	1.0	3e-06	[]	[]
0	126	-103	tensor(0.0072, device='cuda:0')	1.0	3e-06	[]	[]
0	127	-102	tensor(0.0096, device='cuda:0')	1.0	3e-06	[]	[]
0	128	-101	tensor(0.0097, device='cuda:0')	1.0	3e-06	[]	[]
0	129	-100	tensor(0.0121, device='cuda:0')	1.0	3e-06	[]	[]
0	130	-99	tensor(0.0098, device='cuda:0')	1.0	3e-06	[]	[]
0	131	-98	tensor(0.0092, device='cuda:0')	1.0	3e-06	[]	[]
0	132	-97	tensor(0.0112, device='cuda:0')	1.0	3e-06	[]	[]
0	133	-96	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
0	134	-95	tensor(0.0112, device='cuda:0')	1.0	3e-06	[]	[]
0	135	-94	tensor(0.0344, device='cuda:0')	0.985	3e-06	[5 0 7]	[ 0 16  0]
0	136	-93	tensor(0.0082, device='cuda:0')	1.0	3e-06	[]	[]
0	137	-92	tensor(0.0052, device='cuda:0')	1.0	3e-06	[]	[]
0	138	-91	tensor(0.0096, device='cuda:0')	1.0	3e-06	[]	[]
0	139	-90	tensor(0.0134, device='cuda:0')	1.0	3e-06	[]	[]
0	140	-89	tensor(0.0102, device='cuda:0')	1.0	3e-06	[]	[]
0	141	-88	tensor(0.0109, device='cuda:0')	1.0	3e-06	[]	[]
0	142	-87	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
0	143	-86	tensor(0.0125, device='cuda:0')	0.995	3e-06	[9]	[10]
0	144	-85	tensor(0.0108, device='cuda:0')	1.0	3e-06	[]	[]
0	145	-84	tensor(0.0097, device='cuda:0')	1.0	3e-06	[]	[]
0	146	-83	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
0	147	-82	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
0	148	-81	tensor(0.0078, device='cuda:0')	1.0	3e-06	[]	[]
0	149	-80	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
0	150	-79	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
0	151	-78	tensor(0.0061, device='cuda:0')	1.0	3e-06	[]	[]
0	152	-77	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
0	153	-76	tensor(0.0123, device='cuda:0')	1.0	3e-06	[]	[]
0	154	-75	tensor(0.0108, device='cuda:0')	1.0	3e-06	[]	[]
0	155	-74	tensor(0.0102, device='cuda:0')	1.0	3e-06	[]	[]
0	156	-73	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
0	157	-72	tensor(0.0089, device='cuda:0')	1.0	3e-06	[]	[]
0	158	-71	tensor(0.0069, device='cuda:0')	1.0	3e-06	[]	[]
0	159	-70	tensor(0.0096, device='cuda:0')	1.0	3e-06	[]	[]
0	160	-69	tensor(0.0051, device='cuda:0')	1.0	3e-06	[]	[]
0	161	-68	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
0	162	-67	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
0	163	-66	tensor(0.0101, device='cuda:0')	1.0	3e-06	[]	[]
0	164	-65	tensor(0.0059, device='cuda:0')	1.0	3e-06	[]	[]
0	165	-64	tensor(0.0088, device='cuda:0')	1.0	3e-06	[]	[]
0	166	-63	tensor(0.0095, device='cuda:0')	1.0	3e-06	[]	[]
0	167	-62	tensor(0.0131, device='cuda:0')	1.0	3e-06	[]	[]
0	168	-61	tensor(0.0136, device='cuda:0')	0.995	3e-06	[0]	[14]
0	169	-60	tensor(0.0078, device='cuda:0')	1.0	3e-06	[]	[]
0	170	-59	tensor(0.0047, device='cuda:0')	1.0	3e-06	[]	[]
0	171	-58	tensor(0.0135, device='cuda:0')	1.0	3e-06	[]	[]
0	172	-57	tensor(0.0084, device='cuda:0')	1.0	3e-06	[]	[]
0	173	-56	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
0	174	-55	tensor(0.0119, device='cuda:0')	1.0	3e-06	[]	[]
0	175	-54	tensor(0.0130, device='cuda:0')	1.0	3e-06	[]	[]
0	176	-53	tensor(0.0115, device='cuda:0')	1.0	3e-06	[]	[]
0	177	-52	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
0	178	-51	tensor(0.0076, device='cuda:0')	1.0	3e-06	[]	[]
0	179	-50	tensor(0.0126, device='cuda:0')	1.0	3e-06	[]	[]
0	180	-49	tensor(0.0077, device='cuda:0')	1.0	3e-06	[]	[]
0	181	-48	tensor(0.0069, device='cuda:0')	1.0	3e-06	[]	[]
0	182	-47	tensor(0.0094, device='cuda:0')	1.0	3e-06	[]	[]
0	183	-46	tensor(0.0103, device='cuda:0')	1.0	3e-06	[]	[]
0	184	-45	tensor(0.0094, device='cuda:0')	1.0	3e-06	[]	[]
0	185	-44	tensor(0.0101, device='cuda:0')	1.0	3e-06	[]	[]
0	186	-43	tensor(0.0106, device='cuda:0')	1.0	3e-06	[]	[]
0	187	-42	tensor(0.0057, device='cuda:0')	1.0	3e-06	[]	[]
0	188	-41	tensor(0.0128, device='cuda:0')	0.995	3e-06	[0]	[12]
0	189	-40	tensor(0.0062, device='cuda:0')	1.0	3e-06	[]	[]
0	190	-39	tensor(0.0058, device='cuda:0')	1.0	3e-06	[]	[]
0	191	-38	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
0	192	-37	tensor(0.0072, device='cuda:0')	1.0	3e-06	[]	[]
0	193	-36	tensor(0.0139, device='cuda:0')	0.995	3e-06	[11]	[9]
0	194	-35	tensor(0.0089, device='cuda:0')	0.995	3e-06	[16]	[0]
0	195	-34	tensor(0.0061, device='cuda:0')	1.0	3e-06	[]	[]
0	196	-33	tensor(0.0099, device='cuda:0')	1.0	3e-06	[]	[]
0	197	-32	tensor(0.0201, device='cuda:0')	0.995	3e-06	[4]	[0]
0	198	-31	tensor(0.0060, device='cuda:0')	1.0	3e-06	[]	[]
0	199	-30	tensor(0.0111, device='cuda:0')	1.0	3e-06	[]	[]
0	200	-29	tensor(0.0057, device='cuda:0')	1.0	3e-06	[]	[]
0	201	-28	tensor(0.0092, device='cuda:0')	1.0	3e-06	[]	[]
0	202	-27	tensor(0.0073, device='cuda:0')	1.0	3e-06	[]	[]
0	203	-26	tensor(0.0083, device='cuda:0')	1.0	3e-06	[]	[]
0	204	-25	tensor(0.0058, device='cuda:0')	1.0	3e-06	[]	[]
0	205	-24	tensor(0.0171, device='cuda:0')	0.995	3e-06	[0]	[16]
0	206	-23	tensor(0.0073, device='cuda:0')	1.0	3e-06	[]	[]
0	207	-22	tensor(0.0067, device='cuda:0')	1.0	3e-06	[]	[]
0	208	-21	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
0	209	-20	tensor(0.0078, device='cuda:0')	1.0	3e-06	[]	[]
0	210	-19	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
0	211	-18	tensor(0.0055, device='cuda:0')	1.0	3e-06	[]	[]
0	212	-17	tensor(0.0118, device='cuda:0')	1.0	3e-06	[]	[]
0	213	-16	tensor(0.0068, device='cuda:0')	1.0	3e-06	[]	[]
0	214	-15	tensor(0.0120, device='cuda:0')	1.0	3e-06	[]	[]
0	215	-14	tensor(0.0099, device='cuda:0')	1.0	3e-06	[]	[]
0	216	-13	tensor(0.0160, device='cuda:0')	0.995	3e-06	[10]	[11]
0	217	-12	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
0	218	-11	tensor(0.0169, device='cuda:0')	0.995	3e-06	[0]	[16]
0	219	-10	tensor(0.0082, device='cuda:0')	1.0	3e-06	[]	[]
0	220	-9	tensor(0.0097, device='cuda:0')	1.0	3e-06	[]	[]
0	221	-8	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
0	222	-7	tensor(0.0102, device='cuda:0')	1.0	3e-06	[]	[]
0	223	-6	tensor(0.0069, device='cuda:0')	1.0	3e-06	[]	[]
0	224	-5	tensor(0.0231, device='cuda:0')	0.995	3e-06	[6]	[0]
0	225	-4	tensor(0.0095, device='cuda:0')	1.0	3e-06	[]	[]
0	226	-3	tensor(0.0080, device='cuda:0')	1.0	3e-06	[]	[]
0	227	-2	tensor(0.0069, device='cuda:0')	1.0	3e-06	[]	[]
0	228	-1	tensor(0.0071, device='cuda:0')	1.0	3e-06	[]	[]
0	229	0	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
1	1	1	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
1	2	2	tensor(0.0184, device='cuda:0')	0.995	3e-06	[6]	[0]
1	3	3	tensor(0.0113, device='cuda:0')	1.0	3e-06	[]	[]
1	4	4	tensor(0.0076, device='cuda:0')	1.0	3e-06	[]	[]
1	5	5	tensor(0.0052, device='cuda:0')	1.0	3e-06	[]	[]
1	6	6	tensor(0.0076, device='cuda:0')	1.0	3e-06	[]	[]
1	7	7	tensor(0.0090, device='cuda:0')	1.0	3e-06	[]	[]
1	8	8	tensor(0.0063, device='cuda:0')	1.0	3e-06	[]	[]
1	9	9	tensor(0.0083, device='cuda:0')	1.0	3e-06	[]	[]
1	10	10	tensor(0.0049, device='cuda:0')	1.0	3e-06	[]	[]
1	11	11	tensor(0.0090, device='cuda:0')	1.0	3e-06	[]	[]
1	12	12	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
1	13	13	tensor(0.0048, device='cuda:0')	1.0	3e-06	[]	[]
1	14	14	tensor(0.0113, device='cuda:0')	1.0	3e-06	[]	[]
1	15	15	tensor(0.0057, device='cuda:0')	1.0	3e-06	[]	[]
1	16	16	tensor(0.0071, device='cuda:0')	1.0	3e-06	[]	[]
1	17	17	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	18	18	tensor(0.0076, device='cuda:0')	1.0	3e-06	[]	[]
1	19	19	tensor(0.0114, device='cuda:0')	1.0	3e-06	[]	[]
1	20	20	tensor(0.0076, device='cuda:0')	1.0	3e-06	[]	[]
1	21	21	tensor(0.0088, device='cuda:0')	1.0	3e-06	[]	[]
1	22	22	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	23	23	tensor(0.0067, device='cuda:0')	1.0	3e-06	[]	[]
1	24	24	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
1	25	25	tensor(0.0052, device='cuda:0')	1.0	3e-06	[]	[]
1	26	26	tensor(0.0058, device='cuda:0')	1.0	3e-06	[]	[]
1	27	27	tensor(0.0094, device='cuda:0')	1.0	3e-06	[]	[]
1	28	28	tensor(0.0068, device='cuda:0')	1.0	3e-06	[]	[]
1	29	29	tensor(0.0067, device='cuda:0')	1.0	3e-06	[]	[]
1	30	30	tensor(0.0053, device='cuda:0')	1.0	3e-06	[]	[]
1	31	31	tensor(0.0052, device='cuda:0')	1.0	3e-06	[]	[]
1	32	32	tensor(0.0076, device='cuda:0')	1.0	3e-06	[]	[]
1	33	33	tensor(0.0092, device='cuda:0')	1.0	3e-06	[]	[]
1	34	34	tensor(0.0099, device='cuda:0')	1.0	3e-06	[]	[]
1	35	35	tensor(0.0068, device='cuda:0')	1.0	3e-06	[]	[]
1	36	36	tensor(0.0075, device='cuda:0')	1.0	3e-06	[]	[]
1	37	37	tensor(0.0060, device='cuda:0')	1.0	3e-06	[]	[]
1	38	38	tensor(0.0094, device='cuda:0')	1.0	3e-06	[]	[]
1	39	39	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
1	40	40	tensor(0.0119, device='cuda:0')	1.0	3e-06	[]	[]
1	41	41	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
1	42	42	tensor(0.0129, device='cuda:0')	0.995	3e-06	[10]	[9]
1	43	43	tensor(0.0078, device='cuda:0')	1.0	3e-06	[]	[]
1	44	44	tensor(0.0094, device='cuda:0')	1.0	3e-06	[]	[]
1	45	45	tensor(0.0090, device='cuda:0')	1.0	3e-06	[]	[]
1	46	46	tensor(0.0084, device='cuda:0')	1.0	3e-06	[]	[]
1	47	47	tensor(0.0068, device='cuda:0')	1.0	3e-06	[]	[]
1	48	48	tensor(0.0095, device='cuda:0')	1.0	3e-06	[]	[]
1	49	49	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
1	50	50	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
1	51	51	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	52	52	tensor(0.0162, device='cuda:0')	0.99	3e-06	[ 3 11]	[0 7]
1	53	53	tensor(0.0100, device='cuda:0')	1.0	3e-06	[]	[]
1	54	54	tensor(0.0049, device='cuda:0')	1.0	3e-06	[]	[]
1	55	55	tensor(0.0073, device='cuda:0')	1.0	3e-06	[]	[]
1	56	56	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
1	57	57	tensor(0.0053, device='cuda:0')	1.0	3e-06	[]	[]
1	58	58	tensor(0.0060, device='cuda:0')	1.0	3e-06	[]	[]
1	59	59	tensor(0.0119, device='cuda:0')	0.995	3e-06	[10]	[12]
1	60	60	tensor(0.0096, device='cuda:0')	1.0	3e-06	[]	[]
1	61	61	tensor(0.0061, device='cuda:0')	1.0	3e-06	[]	[]
1	62	62	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
1	63	63	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
1	64	64	tensor(0.0068, device='cuda:0')	1.0	3e-06	[]	[]
1	65	65	tensor(0.0086, device='cuda:0')	1.0	3e-06	[]	[]
1	66	66	tensor(0.0066, device='cuda:0')	1.0	3e-06	[]	[]
1	67	67	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	68	68	tensor(0.0080, device='cuda:0')	1.0	3e-06	[]	[]
1	69	69	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
1	70	70	tensor(0.0062, device='cuda:0')	1.0	3e-06	[]	[]
1	71	71	tensor(0.0087, device='cuda:0')	1.0	3e-06	[]	[]
1	72	72	tensor(0.0135, device='cuda:0')	0.995	3e-06	[0]	[11]
1	73	73	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
1	74	74	tensor(0.0059, device='cuda:0')	1.0	3e-06	[]	[]
1	75	75	tensor(0.0054, device='cuda:0')	1.0	3e-06	[]	[]
1	76	76	tensor(0.0259, device='cuda:0')	0.995	3e-06	[9]	[0]
1	77	77	tensor(0.0052, device='cuda:0')	1.0	3e-06	[]	[]
1	78	78	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
1	79	79	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
1	80	80	tensor(0.0069, device='cuda:0')	1.0	3e-06	[]	[]
1	81	81	tensor(0.0064, device='cuda:0')	1.0	3e-06	[]	[]
1	82	82	tensor(0.0073, device='cuda:0')	1.0	3e-06	[]	[]
1	83	83	tensor(0.0088, device='cuda:0')	1.0	3e-06	[]	[]
1	84	84	tensor(0.0082, device='cuda:0')	1.0	3e-06	[]	[]
1	85	85	tensor(0.0068, device='cuda:0')	1.0	3e-06	[]	[]
1	86	86	tensor(0.0089, device='cuda:0')	1.0	3e-06	[]	[]
1	87	87	tensor(0.0065, device='cuda:0')	1.0	3e-06	[]	[]
1	88	88	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
1	89	89	tensor(0.0109, device='cuda:0')	1.0	3e-06	[]	[]
1	90	90	tensor(0.0062, device='cuda:0')	1.0	3e-06	[]	[]
1	91	91	tensor(0.0123, device='cuda:0')	0.995	3e-06	[3]	[4]
1	92	92	tensor(0.0111, device='cuda:0')	1.0	3e-06	[]	[]
1	93	93	tensor(0.0039, device='cuda:0')	1.0	3e-06	[]	[]
1	94	94	tensor(0.0082, device='cuda:0')	1.0	3e-06	[]	[]
1	95	95	tensor(0.0082, device='cuda:0')	1.0	3e-06	[]	[]
1	96	96	tensor(0.0074, device='cuda:0')	1.0	3e-06	[]	[]
1	97	97	tensor(0.0079, device='cuda:0')	1.0	3e-06	[]	[]
1	98	98	tensor(0.0100, device='cuda:0')	1.0	3e-06	[]	[]
1	99	99	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
1	100	100	tensor(0.0099, device='cuda:0')	1.0	3e-06	[]	[]
1	101	101	tensor(0.0133, device='cuda:0')	0.995	3e-06	[0]	[16]
1	102	102	tensor(0.0083, device='cuda:0')	1.0	3e-06	[]	[]
1	103	103	tensor(0.0073, device='cuda:0')	1.0	3e-06	[]	[]
1	104	104	tensor(0.0120, device='cuda:0')	1.0	3e-06	[]	[]
1	105	105	tensor(0.0052, device='cuda:0')	1.0	3e-06	[]	[]
1	106	106	tensor(0.0071, device='cuda:0')	1.0	3e-06	[]	[]
1	107	107	tensor(0.0090, device='cuda:0')	1.0	3e-06	[]	[]
1	108	108	tensor(0.0083, device='cuda:0')	1.0	3e-06	[]	[]
1	109	109	tensor(0.0176, device='cuda:0')	0.995	3e-06	[11]	[9]
1	110	110	tensor(0.0067, device='cuda:0')	1.0	3e-06	[]	[]
1	111	111	tensor(0.0083, device='cuda:0')	1.0	3e-06	[]	[]
1	112	112	tensor(0.0093, device='cuda:0')	1.0	3e-06	[]	[]
1	113	113	tensor(0.0070, device='cuda:0')	1.0	3e-06	[]	[]
1	114	114	tensor(0.0091, device='cuda:0')	1.0	3e-06	[]	[]
1	115	115	tensor(0.0084, device='cuda:0')	1.0	3e-06	[]	[]
1	116	116	tensor(0.0089, device='cuda:0')	1.0	3e-06	[]	[]
1	117	117	tensor(0.0120, device='cuda:0')	1.0	3e-06	[]	[]
1	118	118	tensor(0.0081, device='cuda:0')	1.0	3e-06	[]	[]
1	119	119	tensor(0.0082, device='cuda:0')	1.0	3e-06	[]	[]
