epoch	loss	acc	lr	f1_score.avg
0	tensor(1.4783, device='cuda:0')	0.6854135191773478	0.00030000000000000003	0.6853323088743757
1	tensor(1.4605, device='cuda:0')	0.6871192553243336	0.00030000000000000003	0.6870751696760146
2	tensor(1.4606, device='cuda:0')	0.6871192553243336	0.00030000000000000003	0.6872339608144444
3	tensor(1.4592, device='cuda:0')	0.6871192553243336	0.00030000000000000003	0.6869957741067988
4	tensor(1.4606, device='cuda:0')	0.6871192553243336	0.00030000000000000003	0.6873133563836589
5	tensor(1.4605, device='cuda:0')	0.6871192553243336	0.00030000000000000003	0.6871545652452291
6	tensor(1.4584, device='cuda:0')	0.6871192553243336	0.00030000000000000003	0.6871148674606221
7	tensor(1.2767, device='cuda:0')	0.6881914323310103	0.00030000000000000003	0.688185427071328
8	tensor(0.8993, device='cuda:0')	0.7277401432818363	0.00030000000000000003	0.7276347803816107
9	tensor(0.7371, device='cuda:0')	0.7589063794531897	0.00030000000000000003	0.7587936995774109
10	tensor(0.6746, device='cuda:0')	0.7765973000633559	0.00030000000000000003	0.7765373287232681
11	tensor(0.5987, device='cuda:0')	0.797382913397339	0.00030000000000000003	0.7974503777692408
12	tensor(0.5443, device='cuda:0')	0.8142697012524976	0.00030000000000000003	0.8144307849916768
13	tensor(0.5147, device='cuda:0')	0.819240703737999	0.00030000000000000003	0.8192354975028822
14	tensor(0.4805, device='cuda:0')	0.8305716652858326	0.00030000000000000003	0.8305890639006276
15	tensor(0.4606, device='cuda:0')	0.839051610702276	0.00030000000000000003	0.8391356127545138
16	tensor(0.4969, device='cuda:0')	0.829913738486281	0.00030000000000000003	0.8299321295940586
17	tensor(0.4601, device='cuda:0')	0.8390028753837906	0.00030000000000000003	0.8390472531694192
18	tensor(0.4324, device='cuda:0')	0.8462644378381012	0.00030000000000000003	0.8463375592265342
19	tensor(0.4116, device='cuda:0')	0.8543301330474194	0.00030000000000000003	0.854430784991677
20	tensor(0.3920, device='cuda:0')	0.859349870851406	0.00030000000000000003	0.8592841593033677
21	tensor(0.3836, device='cuda:0')	0.8625420342121936	0.00030000000000000003	0.8625509028044563
22	tensor(0.3636, device='cuda:0')	0.8681465958380038	0.00030000000000000003	0.8681073120758098
23	tensor(0.3514, device='cuda:0')	0.8739704663969979	0.00030000000000000003	0.874041490587784
24	tensor(0.3456, device='cuda:0')	0.8728982893903212	0.00030000000000000003	0.8729312331924705
25	tensor(0.3306, device='cuda:0')	0.8756274672254983	0.00030000000000000003	0.8756959918043294
26	tensor(0.3229, device='cuda:0')	0.8800380135484185	0.00030000000000000003	0.8801792803175822
27	tensor(0.3132, device='cuda:0')	0.884570398167552	0.00030000000000000003	0.884546036624409
28	tensor(0.3066, device='cuda:0')	0.8884204883278912	0.00030000000000000003	0.8884697144320656
29	tensor(0.3037, device='cuda:0')	0.8900043861786637	0.00030000000000000003	0.8899718273786649
30	tensor(0.2937, device='cuda:0')	0.8927822993323261	0.00030000000000000003	0.892904341144833
31	tensor(0.2808, device='cuda:0')	0.8987280081875335	0.00030000000000000003	0.8987219874503772
32	tensor(0.2847, device='cuda:0')	0.8971928456552464	0.00030000000000000003	0.8970700473812271
33	tensor(0.2662, device='cuda:0')	0.9034797017398508	0.00030000000000000003	0.9034665129978229
34	tensor(0.2576, device='cuda:0')	0.9052098055460792	0.00030000000000000003	0.9051940069150977
35	tensor(0.2476, device='cuda:0')	0.9084263365661095	0.00030000000000000003	0.9085247791010372
36	tensor(0.2403, device='cuda:0')	0.9130805594814562	0.00030000000000000003	0.9130131899090785
37	tensor(0.2314, device='cuda:0')	0.9147619279691993	0.00030000000000000003	0.9147714175950828
38	tensor(0.2267, device='cuda:0')	0.9185145474925679	0.00030000000000000003	0.9185183762325516
39	tensor(0.2242, device='cuda:0')	0.9175398411228617	0.00030000000000000003	0.9176245357920343
40	tensor(0.2135, device='cuda:0')	0.9233393440226132	0.00030000000000000003	0.9233755922653359
41	tensor(0.2076, device='cuda:0')	0.9228032555192748	0.00030000000000000003	0.9227609168907678
42	tensor(0.2045, device='cuda:0')	0.9256055363321799	0.00030000000000000003	0.9255589704187482
43	tensor(0.1977, device='cuda:0')	0.9283347141673571	0.00030000000000000003	0.9284031245998206
44	tensor(0.1943, device='cuda:0')	0.9285783907597837	0.00030000000000000003	0.9286067358176459
45	tensor(0.1857, device='cuda:0')	0.9316243481651153	0.00030000000000000003	0.9315290049942369
46	tensor(0.1817, device='cuda:0')	0.9339149081339246	0.00030000000000000003	0.9338558074017161
47	tensor(0.1755, device='cuda:0')	0.9371801744724402	0.00030000000000000003	0.9372352413881421
48	tensor(0.1767, device='cuda:0')	0.9358643208733369	0.00030000000000000003	0.9359213727750032
49	tensor(0.1713, device='cuda:0')	0.9372532774501682	0.00030000000000000003	0.9373082340888712
50	tensor(0.1317, device='cuda:0')	0.9519226083142454	0.00015000000000000001	0.9519554360353433
51	tensor(0.1148, device='cuda:0')	0.957917052487938	0.00015000000000000001	0.9579408374951992
52	tensor(0.1041, device='cuda:0')	0.9611823188264536	0.00015000000000000001	0.9612408759124101
53	tensor(0.1022, device='cuda:0')	0.9625956430625274	0.00015000000000000001	0.9626520681265205
54	tensor(0.0960, device='cuda:0')	0.9656172328086164	0.00015000000000000001	0.9655103086182634
55	tensor(0.0929, device='cuda:0')	0.9665432038598373	0.00015000000000000001	0.9665142783967232
56	tensor(0.0895, device='cuda:0')	0.9668843510892343	0.00015000000000000001	0.9668549110001297
57	tensor(0.0852, device='cuda:0')	0.9685657195769775	0.00015000000000000001	0.9685734409015253
